Epoch,Inner_Iter,Iter,decode.acc_seg,decode.loss_seg,mix.decode.acc_seg,mix.decode.loss_seg,roi.acc,roi.loss_bbox,roi.loss_cls,roi.loss_mask,rpn.loss_rpn_bbox,rpn.loss_rpn_cls,src.loss_imnet_feat_dist,SumLoss
0,0,0,4.21142578125,2.3926637172698975,5.89447021484375,1.3220406770706177,4.78515625,0.2890686094760895,2.4034571647644043,3.2063024044036865,0.24263370037078857,0.6938576698303223,0.0655115470290184,10.615535490214825
0,0,1,2.5115966796875,2.870786666870117,12.468719482421875,1.221353530883789,2.734375,0.19268245995044708,2.4942047595977783,1.9292360544204712,0.11700359731912613,0.6862647533416748,0.07088008522987366,9.582411907613277
0,0,2,10.747528076171875,2.9204492568969727,21.649932861328125,0.9880079030990601,3.90625,0.10817606747150421,2.2919270992279053,2.968932867050171,0.08003626018762589,0.6791494488716125,0.08058232069015503,10.117261223495007
0,0,3,7.610321044921875,2.758596420288086,13.91143798828125,1.1188855171203613,2.83203125,0.19336655735969543,2.317385673522949,3.160787343978882,0.09026697278022766,0.6770412921905518,0.07405846565961838,10.390388242900372
0,0,4,3.9794921875,2.7435567378997803,15.36865234375,1.4493017196655273,2.63671875,0.07762650400400162,2.380715847015381,2.31982684135437,0.07859046757221222,0.6762484312057495,0.05624277889728546,9.782109327614307
0,0,5,9.783172607421875,2.9073617458343506,7.305145263671875,2.1533637046813965,4.39453125,0.1758599877357483,2.497023344039917,2.6545956134796143,0.1873423010110855,0.6914332509040833,0.0646844208240509,11.331664368510246
0,0,6,4.9835205078125,2.926111936569214,17.082977294921875,0.718380331993103,1.953125,0.15354067087173462,2.324861526489258,2.1823205947875977,0.11666277050971985,0.6704714894294739,0.04910951852798462,9.141458839178085
0,0,7,4.7698974609375,2.9378104209899902,21.710205078125,0.7839363813400269,0.01271454431116581,3.734461346641183
0,0,8,3.2745361328125,2.8205528259277344,17.877960205078125,1.62557053565979,0.0742909237742424,4.520414285361767
0,0,9,3.540802001953125,2.8654491901397705,10.05401611328125,1.996993064880371,4.1015625,0.08833003789186478,2.339127540588379,2.703653335571289,0.0758659690618515,0.682619035243988,nan,nan
0,0,10,2.61688232421875,2.369995594024658,8.02001953125,1.8222646713256836,7.2265625,0.07260026037693024,2.232943534851074,1.8103991746902466,0.07224857807159424,0.6737990975379944,0.08979815244674683,9.144049063324928
0,0,11,5.28564453125,2.9587745666503906,11.952972412109375,1.4323817491531372,12.109375,0.07453178614377975,2.2232635021209717,2.897407054901123,0.19065575301647186,0.6797835826873779,0.09440028667449951,10.551198281347752
0,0,12,2.5970458984375,2.6430835723876953,5.5206298828125,1.963514804840088,9.86328125,0.09521698951721191,2.211458921432495,2.851135492324829,0.04043992981314659,0.6724358797073364,0.0809389278292656,10.558224517852068
0,0,13,10.849761962890625,2.8238883018493652,11.1907958984375,1.1488099098205566,22.94921875,0.0901094600558281,2.105395793914795,2.076730728149414,0.11067775636911392,0.6745128631591797,0.09999295324087143,9.130117766559124
0,0,14,6.131744384765625,2.739981174468994,10.001373291015625,1.6859338283538818,24.8046875,0.15817828476428986,2.1032776832580566,3.3355214595794678,0.183913916349411,0.6828286051750183,0.04141809418797493,10.931053046137094
0,0,15,3.052520751953125,2.9299588203430176,7.875823974609375,2.218770742416382,30.56640625,0.1521911919116974,2.0138299465179443,2.088346004486084,0.05541010946035385,0.6795777082443237,0.06235390156507492,10.200438424944878
0,0,16,9.48486328125,2.8211617469787598,10.41412353515625,1.4859108924865723,6.73828125,0.06107962504029274,2.157684803009033,1.6862767934799194,0.04936448484659195,0.6740707159042358,nan,nan
0,0,17,10.361480712890625,2.853137969970703,15.01007080078125,1.298317313194275,34.765625,0.08114458620548248,1.9351842403411865,1.9826273918151855,0.07811030000448227,0.6660817265510559,0.10051023960113525,8.995113767683506
0,0,18,8.440399169921875,2.720302104949951,9.853363037109375,1.241281270980835,40.33203125,0.09288093447685242,1.8436005115509033,2.2676146030426025,0.31161266565322876,0.6901538968086243,0.047405898571014404,9.214851886034012
0,0,19,5.9600830078125,2.6622443199157715,11.583709716796875,2.3991732597351074,39.16015625,0.0350906103849411,1.8943204879760742,1.575157880783081,0.19846946001052856,0.6878146529197693,0.07426772266626358,9.526538394391537
0,0,20,3.214263916015625,2.894260883331299,13.280487060546875,1.2957721948623657,0.0656290203332901,4.255662098526955
0,0,21,4.155731201171875,2.9129230976104736,6.774139404296875,2.275261163711548,40.8203125,0.12417745590209961,1.8455337285995483,1.7345829010009766,0.07553790509700775,0.6666105389595032,0.10292626917362213,9.737553060054779
0,0,22,7.0037841796875,2.8601808547973633,8.766937255859375,1.5328588485717773,57.03125,0.04180924966931343,1.8490667343139648,1.530250072479248,0.1469317078590393,0.6770592331886292,0.03718668967485428,8.67534339055419
0,0,23,5.266571044921875,2.4556097984313965,7.265472412109375,1.5352845191955566,69.62890625,0.10603054612874985,1.7550480365753174,1.2689207792282104,0.1582154631614685,0.6870446801185608,0.0322536826133728,7.998407505452633
0,0,24,4.428863525390625,2.8623764514923096,5.962371826171875,2.3567075729370117,83.0078125,0.10398818552494049,1.5618375539779663,2.0209314823150635,0.045968204736709595,0.665985643863678,0.04059769958257675,9.658392794430256
0,0,25,4.715728759765625,2.721266508102417,22.509002685546875,0.6752866506576538,86.71875,0.09020345658063889,1.4295752048492432,2.3274354934692383,0.06160646677017212,0.6644479632377625,0.0777367353439331,8.047558479011059
0,0,26,11.161041259765625,2.636195659637451,11.937713623046875,2.1404685974121094,85.7421875,0.07340852171182632,1.3752119541168213,2.1930129528045654,0.21537351608276367,0.6794730424880981,0.07298251241445541,9.38612675666809
0,0,27,15.09857177734375,2.8637351989746094,16.092681884765625,1.0144431591033936,74.51171875,0.14299681782722473,1.5961447954177856,1.723202109336853,0.20330171287059784,0.6901150345802307,0.043927840888500214,8.277866668999195
0,0,28,5.773162841796875,2.7276771068573,8.758544921875,1.3598299026489258,81.93359375,0.12224209308624268,1.5853955745697021,1.9520988464355469,0.2743845582008362,0.6771693229675293,0.0765407383441925,8.775338143110275
0,0,29,12.95166015625,2.7650656700134277,16.921234130859375,0.7378223538398743,89.2578125,0.06560230255126953,1.4192204475402832,1.6169053316116333,0.06384408473968506,0.664088785648346,0.07254239171743393,7.405091367661953
0,0,30,5.887603759765625,2.902376413345337,7.9376220703125,2.024996757507324,86.23046875,0.23066109418869019,1.3628742694854736,2.2266368865966797,0.15948858857154846,0.6735637187957764,0.03912285342812538,9.619720581918955
0,0,31,8.67462158203125,2.894467830657959,15.593719482421875,1.7338613271713257,90.72265625,0.050321608781814575,1.2706748247146606,1.6925618648529053,0.12361615151166916,0.6720348596572876,0.03800759091973305,8.475546058267355
0,0,32,12.706756591796875,2.848571538925171,18.520355224609375,1.3108341693878174,92.1875,0.09650922566652298,1.2492512464523315,1.6016579866409302,0.20153626799583435,0.6759725213050842,0.06339524686336517,8.047728203237057
0,0,33,14.703369140625,2.8749704360961914,20.69244384765625,1.8989052772521973,91.9921875,0.13316628336906433,1.2395504713058472,2.257537603378296,0.08123400062322617,0.6642047762870789,0.06520237028598785,9.214771218597889
0,0,34,12.1124267578125,2.8995728492736816,19.792938232421875,0.5350980758666992,89.453125,0.2591031789779663,1.4248433113098145,1.5614200830459595,0.22175347805023193,0.684039831161499,0.04005231335759163,7.625883121043444
0,0,35,10.350799560546875,2.775660991668701,17.50946044921875,1.458338975906372,91.9921875,0.09056279063224792,1.2261881828308105,1.2501001358032227,0.17303262650966644,0.6696345210075378,0.0900004580616951,7.733518682420254
0,0,36,8.709716796875,2.900498867034912,10.849761962890625,2.2738265991210938,88.96484375,0.12696747481822968,1.0909676551818848,2.05893611907959,0.111351378262043,0.6634048223495483,0.08332855254411697,9.309281468391418
0,0,37,6.781005859375,2.571314811706543,10.924530029296875,1.9601199626922607,87.40234375,0.1854536235332489,1.1160223484039307,2.0044708251953125,0.20619429647922516,0.6740165948867798,0.13901983201503754,8.856612294912338
0,0,38,13.13629150390625,2.9088754653930664,8.580780029296875,1.9138797521591187,nan,nan
0,0,39,7.84759521484375,2.8701400756835938,18.6920166015625,1.7029234170913696,93.75,0.09352529048919678,1.2110342979431152,1.4939724206924438,0.14047609269618988,0.6708769202232361,0.006014436949044466,8.18896295176819
0,0,40,11.823272705078125,2.836090326309204,8.876800537109375,2.4775500297546387,91.69921875,0.09333781898021698,1.1291570663452148,1.6860768795013428,0.14254634082317352,0.6689136028289795,0.06614861637353897,9.09982068091631
0,0,41,15.540313720703125,2.7809267044067383,21.1181640625,1.832881212234497,95.1171875,0.13442251086235046,1.0356262922286987,1.6656856536865234,0.04561896249651909,0.645841121673584,0.09675107896327972,8.23775353655219
0,0,42,9.218597412109375,2.6841208934783936,11.096954345703125,1.3826277256011963,0.07075278460979462,4.1375014036893845
0,0,43,9.648895263671875,2.848348617553711,6.497955322265625,1.3352725505828857,91.40625,0.19443361461162567,0.8387289047241211,1.7510325908660889,0.17645201086997986,0.6567292809486389,0.08705879002809525,7.888056360185146
0,0,44,7.19451904296875,2.9117279052734375,7.677459716796875,1.648860216140747,90.52734375,0.22034621238708496,0.8347640037536621,1.559565782546997,0.18323983252048492,0.6845497488975525,0.05552854388952255,8.098582245409489
