timestamp, name, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/11/11 19:33:33.250, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 12211 MiB, 1 MiB
2023/11/11 19:33:38.251, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 12211 MiB, 1 MiB
2023/11/11 19:33:43.252, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 12211 MiB, 1 MiB
2023/11/11 19:33:48.252, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 12211 MiB, 1 MiB
2023/11/11 19:33:53.253, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 12208 MiB, 4 MiB
2023/11/11 19:33:58.254, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 12208 MiB, 4 MiB
2023/11/11 19:34:03.255, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 12208 MiB, 4 MiB
2023/11/11 19:34:08.256, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 12208 MiB, 4 MiB
2023/11/11 19:34:13.256, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 12208 MiB, 4 MiB
2023/11/11 19:34:18.257, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 12208 MiB, 4 MiB
2023/11/11 19:34:23.258, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 12208 MiB, 4 MiB
2023/11/11 19:34:28.259, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 12087 MiB, 125 MiB
2023/11/11 19:34:33.260, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 12015 MiB, 197 MiB
2023/11/11 19:34:38.260, NVIDIA GeForce GTX TITAN X, 3 %, 0 %, 12212 MiB, 11708 MiB, 504 MiB
2023/11/11 19:34:43.261, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 10442 MiB, 1770 MiB
2023/11/11 19:34:48.262, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 10442 MiB, 1770 MiB
2023/11/11 19:34:53.262, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 10442 MiB, 1770 MiB
2023/11/11 19:34:58.263, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 10442 MiB, 1770 MiB
2023/11/11 19:35:03.264, NVIDIA GeForce GTX TITAN X, 5 %, 1 %, 12212 MiB, 9463 MiB, 2749 MiB
2023/11/11 19:35:08.264, NVIDIA GeForce GTX TITAN X, 69 %, 33 %, 12212 MiB, 8313 MiB, 3899 MiB
2023/11/11 19:35:13.265, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 8241 MiB, 3971 MiB
2023/11/11 19:35:18.266, NVIDIA GeForce GTX TITAN X, 76 %, 19 %, 12212 MiB, 7269 MiB, 4943 MiB
2023/11/11 19:35:23.267, NVIDIA GeForce GTX TITAN X, 45 %, 21 %, 12212 MiB, 6949 MiB, 5263 MiB
2023/11/11 19:35:28.267, NVIDIA GeForce GTX TITAN X, 5 %, 1 %, 12212 MiB, 6949 MiB, 5263 MiB
2023/11/11 19:35:33.268, NVIDIA GeForce GTX TITAN X, 76 %, 19 %, 12212 MiB, 6949 MiB, 5263 MiB
2023/11/11 19:35:38.268, NVIDIA GeForce GTX TITAN X, 6 %, 1 %, 12212 MiB, 6949 MiB, 5263 MiB
