timestamp, name, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/11/20 17:52:55.304, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 12211 MiB, 1 MiB
2023/11/20 17:53:00.306, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 12208 MiB, 4 MiB
2023/11/20 17:53:05.307, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 12208 MiB, 4 MiB
2023/11/20 17:53:10.308, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 12208 MiB, 4 MiB
2023/11/20 17:53:15.309, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 12208 MiB, 4 MiB
2023/11/20 17:53:20.310, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 12208 MiB, 4 MiB
2023/11/20 17:53:25.311, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 12106 MiB, 106 MiB
2023/11/20 17:53:30.312, NVIDIA GeForce GTX TITAN X, 1 %, 0 %, 12212 MiB, 11980 MiB, 232 MiB
2023/11/20 17:53:35.313, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 10442 MiB, 1770 MiB
2023/11/20 17:53:40.314, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 10442 MiB, 1770 MiB
2023/11/20 17:53:45.315, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 10442 MiB, 1770 MiB
2023/11/20 17:53:50.315, NVIDIA GeForce GTX TITAN X, 3 %, 0 %, 12212 MiB, 10346 MiB, 1866 MiB
2023/11/20 17:53:55.316, NVIDIA GeForce GTX TITAN X, 72 %, 17 %, 12212 MiB, 8619 MiB, 3593 MiB
2023/11/20 17:54:00.317, NVIDIA GeForce GTX TITAN X, 39 %, 9 %, 12212 MiB, 8313 MiB, 3899 MiB
2023/11/20 17:54:05.317, NVIDIA GeForce GTX TITAN X, 6 %, 1 %, 12212 MiB, 8029 MiB, 4183 MiB
2023/11/20 17:54:10.318, NVIDIA GeForce GTX TITAN X, 78 %, 18 %, 12212 MiB, 7225 MiB, 4987 MiB
2023/11/20 17:54:15.319, NVIDIA GeForce GTX TITAN X, 30 %, 5 %, 12212 MiB, 6949 MiB, 5263 MiB
2023/11/20 17:54:20.320, NVIDIA GeForce GTX TITAN X, 68 %, 16 %, 12212 MiB, 6949 MiB, 5263 MiB
2023/11/20 17:54:25.320, NVIDIA GeForce GTX TITAN X, 5 %, 1 %, 12212 MiB, 6949 MiB, 5263 MiB
2023/11/20 17:54:30.321, NVIDIA GeForce GTX TITAN X, 6 %, 1 %, 12212 MiB, 6949 MiB, 5263 MiB
2023/11/20 17:54:35.322, NVIDIA GeForce GTX TITAN X, 57 %, 12 %, 12212 MiB, 6949 MiB, 5263 MiB
2023/11/20 17:54:40.322, NVIDIA GeForce GTX TITAN X, 5 %, 1 %, 12212 MiB, 6949 MiB, 5263 MiB
2023/11/20 17:54:45.323, NVIDIA GeForce GTX TITAN X, 61 %, 33 %, 12212 MiB, 6949 MiB, 5263 MiB
2023/11/20 17:54:50.323, NVIDIA GeForce GTX TITAN X, 29 %, 7 %, 12212 MiB, 6949 MiB, 5263 MiB
2023/11/20 17:54:55.324, NVIDIA GeForce GTX TITAN X, 79 %, 14 %, 12212 MiB, 6949 MiB, 5263 MiB
2023/11/20 17:55:00.325, NVIDIA GeForce GTX TITAN X, 11 %, 5 %, 12212 MiB, 6949 MiB, 5263 MiB
2023/11/20 17:55:05.326, NVIDIA GeForce GTX TITAN X, 74 %, 55 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/20 17:55:10.326, NVIDIA GeForce GTX TITAN X, 79 %, 17 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/20 17:55:15.327, NVIDIA GeForce GTX TITAN X, 6 %, 1 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/20 17:55:20.328, NVIDIA GeForce GTX TITAN X, 73 %, 19 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/20 17:55:25.329, NVIDIA GeForce GTX TITAN X, 72 %, 57 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/20 17:55:30.330, NVIDIA GeForce GTX TITAN X, 30 %, 12 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/20 17:55:35.331, NVIDIA GeForce GTX TITAN X, 17 %, 9 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/20 17:55:40.331, NVIDIA GeForce GTX TITAN X, 79 %, 19 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/20 17:55:45.332, NVIDIA GeForce GTX TITAN X, 6 %, 1 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/20 17:55:50.333, NVIDIA GeForce GTX TITAN X, 35 %, 5 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/20 17:55:55.334, NVIDIA GeForce GTX TITAN X, 75 %, 17 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/20 17:56:00.335, NVIDIA GeForce GTX TITAN X, 5 %, 2 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/20 17:56:05.335, NVIDIA GeForce GTX TITAN X, 75 %, 20 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/20 17:56:10.336, NVIDIA GeForce GTX TITAN X, 34 %, 7 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/20 17:56:15.337, NVIDIA GeForce GTX TITAN X, 44 %, 10 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/20 17:56:20.338, NVIDIA GeForce GTX TITAN X, 79 %, 14 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/20 17:56:25.339, NVIDIA GeForce GTX TITAN X, 19 %, 7 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/20 17:56:30.340, NVIDIA GeForce GTX TITAN X, 45 %, 14 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/20 17:56:35.341, NVIDIA GeForce GTX TITAN X, 69 %, 15 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/20 17:56:40.341, NVIDIA GeForce GTX TITAN X, 74 %, 58 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/20 17:56:45.342, NVIDIA GeForce GTX TITAN X, 77 %, 15 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/20 17:56:50.343, NVIDIA GeForce GTX TITAN X, 6 %, 1 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/20 17:56:55.344, NVIDIA GeForce GTX TITAN X, 72 %, 17 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/20 17:57:00.345, NVIDIA GeForce GTX TITAN X, 35 %, 5 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/20 17:57:05.346, NVIDIA GeForce GTX TITAN X, 74 %, 15 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/20 17:57:10.346, NVIDIA GeForce GTX TITAN X, 10 %, 4 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/20 17:57:15.347, NVIDIA GeForce GTX TITAN X, 81 %, 16 %, 12212 MiB, 6565 MiB, 5647 MiB
