timestamp, name, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/11/22 23:21:36.076, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 12211 MiB, 1 MiB
2023/11/22 23:21:41.077, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 12211 MiB, 1 MiB
2023/11/22 23:21:46.078, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 12211 MiB, 1 MiB
2023/11/22 23:21:51.080, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 12211 MiB, 1 MiB
2023/11/22 23:21:56.081, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 12208 MiB, 4 MiB
2023/11/22 23:22:01.082, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 12208 MiB, 4 MiB
2023/11/22 23:22:06.083, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 12208 MiB, 4 MiB
2023/11/22 23:22:11.084, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 12208 MiB, 4 MiB
2023/11/22 23:22:16.085, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 12208 MiB, 4 MiB
2023/11/22 23:22:21.086, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 12208 MiB, 4 MiB
2023/11/22 23:22:26.087, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 12067 MiB, 145 MiB
2023/11/22 23:22:31.088, NVIDIA GeForce GTX TITAN X, 2 %, 0 %, 12212 MiB, 11809 MiB, 403 MiB
2023/11/22 23:22:36.089, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 10442 MiB, 1770 MiB
2023/11/22 23:22:41.090, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 10442 MiB, 1770 MiB
2023/11/22 23:22:46.090, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 10442 MiB, 1770 MiB
2023/11/22 23:22:51.091, NVIDIA GeForce GTX TITAN X, 5 %, 1 %, 12212 MiB, 9517 MiB, 2695 MiB
2023/11/22 23:22:56.092, NVIDIA GeForce GTX TITAN X, 100 %, 3 %, 12212 MiB, 8313 MiB, 3899 MiB
2023/11/22 23:23:01.093, NVIDIA GeForce GTX TITAN X, 4 %, 1 %, 12212 MiB, 8203 MiB, 4009 MiB
2023/11/22 23:23:06.094, NVIDIA GeForce GTX TITAN X, 78 %, 18 %, 12212 MiB, 7245 MiB, 4967 MiB
2023/11/22 23:23:11.095, NVIDIA GeForce GTX TITAN X, 71 %, 54 %, 12212 MiB, 6949 MiB, 5263 MiB
2023/11/22 23:23:16.096, NVIDIA GeForce GTX TITAN X, 5 %, 1 %, 12212 MiB, 6949 MiB, 5263 MiB
2023/11/22 23:23:21.097, NVIDIA GeForce GTX TITAN X, 35 %, 5 %, 12212 MiB, 6949 MiB, 5263 MiB
2023/11/22 23:23:26.097, NVIDIA GeForce GTX TITAN X, 85 %, 25 %, 12212 MiB, 6949 MiB, 5263 MiB
2023/11/22 23:23:31.098, NVIDIA GeForce GTX TITAN X, 77 %, 16 %, 12212 MiB, 6949 MiB, 5263 MiB
2023/11/22 23:23:36.099, NVIDIA GeForce GTX TITAN X, 35 %, 5 %, 12212 MiB, 6949 MiB, 5263 MiB
2023/11/22 23:23:41.100, NVIDIA GeForce GTX TITAN X, 77 %, 15 %, 12212 MiB, 6949 MiB, 5263 MiB
2023/11/22 23:23:46.101, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 6949 MiB, 5263 MiB
2023/11/22 23:23:51.102, NVIDIA GeForce GTX TITAN X, 79 %, 16 %, 12212 MiB, 6949 MiB, 5263 MiB
2023/11/22 23:23:56.103, NVIDIA GeForce GTX TITAN X, 6 %, 1 %, 12212 MiB, 6949 MiB, 5263 MiB
2023/11/22 23:24:01.104, NVIDIA GeForce GTX TITAN X, 77 %, 16 %, 12212 MiB, 6949 MiB, 5263 MiB
2023/11/22 23:24:06.105, NVIDIA GeForce GTX TITAN X, 15 %, 9 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:24:11.106, NVIDIA GeForce GTX TITAN X, 100 %, 0 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:24:16.107, NVIDIA GeForce GTX TITAN X, 5 %, 1 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:24:21.108, NVIDIA GeForce GTX TITAN X, 73 %, 17 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:24:26.108, NVIDIA GeForce GTX TITAN X, 6 %, 1 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:24:31.109, NVIDIA GeForce GTX TITAN X, 77 %, 33 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:24:36.110, NVIDIA GeForce GTX TITAN X, 78 %, 18 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:24:41.111, NVIDIA GeForce GTX TITAN X, 69 %, 13 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:24:46.112, NVIDIA GeForce GTX TITAN X, 6 %, 1 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:24:51.113, NVIDIA GeForce GTX TITAN X, 35 %, 5 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:24:56.114, NVIDIA GeForce GTX TITAN X, 94 %, 9 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:25:01.115, NVIDIA GeForce GTX TITAN X, 73 %, 16 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:25:06.116, NVIDIA GeForce GTX TITAN X, 100 %, 0 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:25:11.117, NVIDIA GeForce GTX TITAN X, 5 %, 1 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:25:16.118, NVIDIA GeForce GTX TITAN X, 35 %, 5 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:25:21.118, NVIDIA GeForce GTX TITAN X, 31 %, 8 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:25:26.119, NVIDIA GeForce GTX TITAN X, 5 %, 1 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:25:31.120, NVIDIA GeForce GTX TITAN X, 6 %, 1 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:25:36.121, NVIDIA GeForce GTX TITAN X, 74 %, 20 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:25:41.124, NVIDIA GeForce GTX TITAN X, 24 %, 10 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:25:46.125, NVIDIA GeForce GTX TITAN X, 73 %, 15 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:25:51.126, NVIDIA GeForce GTX TITAN X, 36 %, 6 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:25:56.126, NVIDIA GeForce GTX TITAN X, 78 %, 17 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:26:01.127, NVIDIA GeForce GTX TITAN X, 5 %, 2 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:26:06.128, NVIDIA GeForce GTX TITAN X, 76 %, 26 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:26:11.129, NVIDIA GeForce GTX TITAN X, 5 %, 1 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:26:16.130, NVIDIA GeForce GTX TITAN X, 81 %, 16 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:26:21.131, NVIDIA GeForce GTX TITAN X, 47 %, 24 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:26:26.132, NVIDIA GeForce GTX TITAN X, 48 %, 19 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:26:31.133, NVIDIA GeForce GTX TITAN X, 5 %, 1 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:26:36.134, NVIDIA GeForce GTX TITAN X, 35 %, 5 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:26:41.135, NVIDIA GeForce GTX TITAN X, 89 %, 18 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:26:46.136, NVIDIA GeForce GTX TITAN X, 79 %, 17 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:26:51.136, NVIDIA GeForce GTX TITAN X, 35 %, 5 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:26:56.137, NVIDIA GeForce GTX TITAN X, 80 %, 16 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:27:01.138, NVIDIA GeForce GTX TITAN X, 82 %, 15 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:27:06.139, NVIDIA GeForce GTX TITAN X, 11 %, 4 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:27:11.140, NVIDIA GeForce GTX TITAN X, 91 %, 22 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:27:16.141, NVIDIA GeForce GTX TITAN X, 72 %, 17 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:27:21.142, NVIDIA GeForce GTX TITAN X, 18 %, 6 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:27:26.143, NVIDIA GeForce GTX TITAN X, 68 %, 20 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:27:31.144, NVIDIA GeForce GTX TITAN X, 6 %, 1 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:27:36.145, NVIDIA GeForce GTX TITAN X, 26 %, 10 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:27:41.146, NVIDIA GeForce GTX TITAN X, 68 %, 19 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:27:46.146, NVIDIA GeForce GTX TITAN X, 23 %, 12 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:27:51.147, NVIDIA GeForce GTX TITAN X, 7 %, 2 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:27:56.148, NVIDIA GeForce GTX TITAN X, 80 %, 16 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:28:01.149, NVIDIA GeForce GTX TITAN X, 6 %, 1 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:28:06.150, NVIDIA GeForce GTX TITAN X, 79 %, 16 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:28:11.151, NVIDIA GeForce GTX TITAN X, 35 %, 5 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:28:16.152, NVIDIA GeForce GTX TITAN X, 78 %, 18 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:28:21.153, NVIDIA GeForce GTX TITAN X, 41 %, 13 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:28:26.154, NVIDIA GeForce GTX TITAN X, 82 %, 15 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:28:31.155, NVIDIA GeForce GTX TITAN X, 85 %, 24 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:28:36.155, NVIDIA GeForce GTX TITAN X, 5 %, 1 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:28:41.156, NVIDIA GeForce GTX TITAN X, 7 %, 4 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:28:46.157, NVIDIA GeForce GTX TITAN X, 61 %, 35 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:28:51.158, NVIDIA GeForce GTX TITAN X, 5 %, 1 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:28:56.159, NVIDIA GeForce GTX TITAN X, 72 %, 13 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:29:01.160, NVIDIA GeForce GTX TITAN X, 8 %, 4 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:29:06.161, NVIDIA GeForce GTX TITAN X, 6 %, 1 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:29:11.162, NVIDIA GeForce GTX TITAN X, 35 %, 5 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:29:16.163, NVIDIA GeForce GTX TITAN X, 73 %, 17 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:29:21.164, NVIDIA GeForce GTX TITAN X, 35 %, 5 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:29:26.165, NVIDIA GeForce GTX TITAN X, 80 %, 15 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:29:31.165, NVIDIA GeForce GTX TITAN X, 35 %, 5 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:29:36.166, NVIDIA GeForce GTX TITAN X, 76 %, 16 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:29:41.167, NVIDIA GeForce GTX TITAN X, 35 %, 5 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:29:46.168, NVIDIA GeForce GTX TITAN X, 75 %, 15 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:29:51.169, NVIDIA GeForce GTX TITAN X, 6 %, 1 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:29:56.170, NVIDIA GeForce GTX TITAN X, 6 %, 1 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:30:01.171, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:30:06.172, NVIDIA GeForce GTX TITAN X, 7 %, 4 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:30:11.173, NVIDIA GeForce GTX TITAN X, 7 %, 2 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:30:16.174, NVIDIA GeForce GTX TITAN X, 46 %, 17 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:30:21.175, NVIDIA GeForce GTX TITAN X, 11 %, 4 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:30:26.175, NVIDIA GeForce GTX TITAN X, 39 %, 8 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:30:31.176, NVIDIA GeForce GTX TITAN X, 74 %, 18 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:30:36.177, NVIDIA GeForce GTX TITAN X, 10 %, 4 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:30:41.178, NVIDIA GeForce GTX TITAN X, 6 %, 1 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:30:46.179, NVIDIA GeForce GTX TITAN X, 81 %, 16 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:30:51.180, NVIDIA GeForce GTX TITAN X, 5 %, 3 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:30:56.181, NVIDIA GeForce GTX TITAN X, 89 %, 19 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:31:01.182, NVIDIA GeForce GTX TITAN X, 72 %, 17 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:31:06.183, NVIDIA GeForce GTX TITAN X, 48 %, 23 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:31:11.183, NVIDIA GeForce GTX TITAN X, 82 %, 28 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/22 23:31:16.184, NVIDIA GeForce GTX TITAN X, 76 %, 19 %, 12212 MiB, 6523 MiB, 5689 MiB
2023/11/22 23:31:21.185, NVIDIA GeForce GTX TITAN X, 73 %, 18 %, 12212 MiB, 6523 MiB, 5689 MiB
2023/11/22 23:31:26.186, NVIDIA GeForce GTX TITAN X, 34 %, 5 %, 12212 MiB, 6305 MiB, 5907 MiB
2023/11/22 23:31:31.187, NVIDIA GeForce GTX TITAN X, 77 %, 15 %, 12212 MiB, 6305 MiB, 5907 MiB
2023/11/22 23:31:36.188, NVIDIA GeForce GTX TITAN X, 35 %, 5 %, 12212 MiB, 6305 MiB, 5907 MiB
2023/11/22 23:31:41.189, NVIDIA GeForce GTX TITAN X, 84 %, 38 %, 12212 MiB, 6305 MiB, 5907 MiB
2023/11/22 23:31:46.190, NVIDIA GeForce GTX TITAN X, 61 %, 18 %, 12212 MiB, 6305 MiB, 5907 MiB
2023/11/22 23:31:51.191, NVIDIA GeForce GTX TITAN X, 5 %, 1 %, 12212 MiB, 6305 MiB, 5907 MiB
2023/11/22 23:31:56.191, NVIDIA GeForce GTX TITAN X, 6 %, 1 %, 12212 MiB, 6305 MiB, 5907 MiB
2023/11/22 23:32:01.192, NVIDIA GeForce GTX TITAN X, 49 %, 19 %, 12212 MiB, 6305 MiB, 5907 MiB
2023/11/22 23:32:06.193, NVIDIA GeForce GTX TITAN X, 5 %, 1 %, 12212 MiB, 6305 MiB, 5907 MiB
2023/11/22 23:32:11.194, NVIDIA GeForce GTX TITAN X, 20 %, 6 %, 12212 MiB, 6305 MiB, 5907 MiB
2023/11/22 23:32:16.195, NVIDIA GeForce GTX TITAN X, 8 %, 3 %, 12212 MiB, 6305 MiB, 5907 MiB
2023/11/22 23:32:21.196, NVIDIA GeForce GTX TITAN X, 73 %, 18 %, 12212 MiB, 6305 MiB, 5907 MiB
2023/11/22 23:32:26.197, NVIDIA GeForce GTX TITAN X, 7 %, 2 %, 12212 MiB, 6305 MiB, 5907 MiB
2023/11/22 23:32:31.198, NVIDIA GeForce GTX TITAN X, 39 %, 8 %, 12212 MiB, 6305 MiB, 5907 MiB
2023/11/22 23:32:36.199, NVIDIA GeForce GTX TITAN X, 70 %, 15 %, 12212 MiB, 6305 MiB, 5907 MiB
2023/11/22 23:32:41.199, NVIDIA GeForce GTX TITAN X, 9 %, 2 %, 12212 MiB, 6305 MiB, 5907 MiB
2023/11/22 23:32:46.200, NVIDIA GeForce GTX TITAN X, 5 %, 2 %, 12212 MiB, 6305 MiB, 5907 MiB
2023/11/22 23:32:51.201, NVIDIA GeForce GTX TITAN X, 76 %, 16 %, 12212 MiB, 6305 MiB, 5907 MiB
2023/11/22 23:32:56.202, NVIDIA GeForce GTX TITAN X, 9 %, 2 %, 12212 MiB, 6305 MiB, 5907 MiB
2023/11/22 23:33:01.203, NVIDIA GeForce GTX TITAN X, 44 %, 23 %, 12212 MiB, 6305 MiB, 5907 MiB
