timestamp, name, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/11/22 01:34:08.680, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 12211 MiB, 1 MiB
2023/11/22 01:34:13.681, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 12211 MiB, 1 MiB
2023/11/22 01:34:18.682, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 12211 MiB, 1 MiB
2023/11/22 01:34:23.683, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 12211 MiB, 1 MiB
2023/11/22 01:34:28.684, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 12208 MiB, 4 MiB
2023/11/22 01:34:33.685, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 12208 MiB, 4 MiB
2023/11/22 01:34:38.686, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 12208 MiB, 4 MiB
2023/11/22 01:34:43.687, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 12208 MiB, 4 MiB
2023/11/22 01:34:48.688, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 12208 MiB, 4 MiB
2023/11/22 01:34:53.689, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 12208 MiB, 4 MiB
2023/11/22 01:34:58.690, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 12097 MiB, 115 MiB
2023/11/22 01:35:03.691, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 12013 MiB, 199 MiB
2023/11/22 01:35:08.692, NVIDIA GeForce GTX TITAN X, 16 %, 1 %, 12212 MiB, 10642 MiB, 1570 MiB
2023/11/22 01:35:13.692, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 10442 MiB, 1770 MiB
2023/11/22 01:35:18.693, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 10442 MiB, 1770 MiB
2023/11/22 01:35:23.694, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 10442 MiB, 1770 MiB
2023/11/22 01:35:28.695, NVIDIA GeForce GTX TITAN X, 4 %, 0 %, 12212 MiB, 10183 MiB, 2029 MiB
2023/11/22 01:35:33.695, NVIDIA GeForce GTX TITAN X, 27 %, 3 %, 12212 MiB, 9145 MiB, 3067 MiB
2023/11/22 01:35:38.696, NVIDIA GeForce GTX TITAN X, 30 %, 4 %, 12212 MiB, 8081 MiB, 4131 MiB
2023/11/22 01:35:43.697, NVIDIA GeForce GTX TITAN X, 60 %, 24 %, 12212 MiB, 8081 MiB, 4131 MiB
2023/11/22 01:35:48.698, NVIDIA GeForce GTX TITAN X, 56 %, 12 %, 12212 MiB, 8081 MiB, 4131 MiB
2023/11/22 01:35:53.698, NVIDIA GeForce GTX TITAN X, 3 %, 0 %, 12212 MiB, 8077 MiB, 4135 MiB
2023/11/22 01:35:58.699, NVIDIA GeForce GTX TITAN X, 27 %, 2 %, 12212 MiB, 8069 MiB, 4143 MiB
2023/11/22 01:36:03.700, NVIDIA GeForce GTX TITAN X, 72 %, 17 %, 12212 MiB, 8017 MiB, 4195 MiB
2023/11/22 01:36:08.700, NVIDIA GeForce GTX TITAN X, 23 %, 3 %, 12212 MiB, 7785 MiB, 4427 MiB
2023/11/22 01:36:13.701, NVIDIA GeForce GTX TITAN X, 4 %, 1 %, 12212 MiB, 7785 MiB, 4427 MiB
2023/11/22 01:36:18.702, NVIDIA GeForce GTX TITAN X, 27 %, 3 %, 12212 MiB, 7785 MiB, 4427 MiB
2023/11/22 01:36:23.703, NVIDIA GeForce GTX TITAN X, 22 %, 6 %, 12212 MiB, 7785 MiB, 4427 MiB
2023/11/22 01:36:28.703, NVIDIA GeForce GTX TITAN X, 3 %, 0 %, 12212 MiB, 7785 MiB, 4427 MiB
2023/11/22 01:36:33.704, NVIDIA GeForce GTX TITAN X, 29 %, 12 %, 12212 MiB, 7785 MiB, 4427 MiB
2023/11/22 01:36:38.705, NVIDIA GeForce GTX TITAN X, 27 %, 3 %, 12212 MiB, 7785 MiB, 4427 MiB
2023/11/22 01:36:43.706, NVIDIA GeForce GTX TITAN X, 27 %, 3 %, 12212 MiB, 7785 MiB, 4427 MiB
2023/11/22 01:36:48.706, NVIDIA GeForce GTX TITAN X, 3 %, 0 %, 12212 MiB, 7785 MiB, 4427 MiB
2023/11/22 01:36:53.707, NVIDIA GeForce GTX TITAN X, 8 %, 4 %, 12212 MiB, 7785 MiB, 4427 MiB
2023/11/22 01:36:58.708, NVIDIA GeForce GTX TITAN X, 28 %, 3 %, 12212 MiB, 7785 MiB, 4427 MiB
2023/11/22 01:37:03.708, NVIDIA GeForce GTX TITAN X, 27 %, 2 %, 12212 MiB, 7785 MiB, 4427 MiB
2023/11/22 01:37:08.709, NVIDIA GeForce GTX TITAN X, 73 %, 17 %, 12212 MiB, 7785 MiB, 4427 MiB
2023/11/22 01:37:13.710, NVIDIA GeForce GTX TITAN X, 5 %, 2 %, 12212 MiB, 7785 MiB, 4427 MiB
2023/11/22 01:37:18.711, NVIDIA GeForce GTX TITAN X, 18 %, 6 %, 12212 MiB, 7785 MiB, 4427 MiB
2023/11/22 01:37:23.711, NVIDIA GeForce GTX TITAN X, 86 %, 14 %, 12212 MiB, 7785 MiB, 4427 MiB
2023/11/22 01:37:28.712, NVIDIA GeForce GTX TITAN X, 42 %, 14 %, 12212 MiB, 7785 MiB, 4427 MiB
2023/11/22 01:37:33.713, NVIDIA GeForce GTX TITAN X, 3 %, 0 %, 12212 MiB, 7785 MiB, 4427 MiB
2023/11/22 01:37:38.714, NVIDIA GeForce GTX TITAN X, 69 %, 47 %, 12212 MiB, 7785 MiB, 4427 MiB
2023/11/22 01:37:43.714, NVIDIA GeForce GTX TITAN X, 36 %, 10 %, 12212 MiB, 7785 MiB, 4427 MiB
2023/11/22 01:37:48.715, NVIDIA GeForce GTX TITAN X, 75 %, 20 %, 12212 MiB, 7785 MiB, 4427 MiB
2023/11/22 01:37:53.716, NVIDIA GeForce GTX TITAN X, 4 %, 1 %, 12212 MiB, 7785 MiB, 4427 MiB
2023/11/22 01:37:58.716, NVIDIA GeForce GTX TITAN X, 29 %, 4 %, 12212 MiB, 7785 MiB, 4427 MiB
2023/11/22 01:38:03.717, NVIDIA GeForce GTX TITAN X, 84 %, 21 %, 12212 MiB, 7785 MiB, 4427 MiB
2023/11/22 01:38:08.718, NVIDIA GeForce GTX TITAN X, 69 %, 17 %, 12212 MiB, 7785 MiB, 4427 MiB
2023/11/22 01:38:13.718, NVIDIA GeForce GTX TITAN X, 3 %, 0 %, 12212 MiB, 7785 MiB, 4427 MiB
2023/11/22 01:38:18.719, NVIDIA GeForce GTX TITAN X, 18 %, 3 %, 12212 MiB, 7785 MiB, 4427 MiB
2023/11/22 01:38:23.720, NVIDIA GeForce GTX TITAN X, 13 %, 5 %, 12212 MiB, 7785 MiB, 4427 MiB
2023/11/22 01:38:28.721, NVIDIA GeForce GTX TITAN X, 77 %, 31 %, 12212 MiB, 7785 MiB, 4427 MiB
2023/11/22 01:38:33.721, NVIDIA GeForce GTX TITAN X, 29 %, 5 %, 12212 MiB, 7785 MiB, 4427 MiB
2023/11/22 01:38:38.722, NVIDIA GeForce GTX TITAN X, 4 %, 0 %, 12212 MiB, 7785 MiB, 4427 MiB
2023/11/22 01:38:43.723, NVIDIA GeForce GTX TITAN X, 3 %, 0 %, 12212 MiB, 7785 MiB, 4427 MiB
2023/11/22 01:38:48.723, NVIDIA GeForce GTX TITAN X, 4 %, 1 %, 12212 MiB, 7785 MiB, 4427 MiB
2023/11/22 01:38:53.724, NVIDIA GeForce GTX TITAN X, 27 %, 7 %, 12212 MiB, 7785 MiB, 4427 MiB
2023/11/22 01:38:58.725, NVIDIA GeForce GTX TITAN X, 35 %, 10 %, 12212 MiB, 7785 MiB, 4427 MiB
