timestamp, name, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/11/11 21:45:12.761, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 12211 MiB, 1 MiB
2023/11/11 21:45:17.762, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 12211 MiB, 1 MiB
2023/11/11 21:45:22.763, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 12211 MiB, 1 MiB
2023/11/11 21:45:27.764, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 12211 MiB, 1 MiB
2023/11/11 21:45:32.765, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 12208 MiB, 4 MiB
2023/11/11 21:45:37.766, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 12208 MiB, 4 MiB
2023/11/11 21:45:42.767, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 12208 MiB, 4 MiB
2023/11/11 21:45:47.768, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 12208 MiB, 4 MiB
2023/11/11 21:45:52.768, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 12208 MiB, 4 MiB
2023/11/11 21:45:57.769, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 12208 MiB, 4 MiB
2023/11/11 21:46:02.770, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 12208 MiB, 4 MiB
2023/11/11 21:46:07.771, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 12111 MiB, 101 MiB
2023/11/11 21:46:12.772, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 12068 MiB, 144 MiB
2023/11/11 21:46:17.773, NVIDIA GeForce GTX TITAN X, 2 %, 0 %, 12212 MiB, 11804 MiB, 408 MiB
2023/11/11 21:46:22.774, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 10442 MiB, 1770 MiB
2023/11/11 21:46:27.774, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 10442 MiB, 1770 MiB
2023/11/11 21:46:32.775, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 10442 MiB, 1770 MiB
2023/11/11 21:46:37.775, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 10442 MiB, 1770 MiB
2023/11/11 21:46:42.776, NVIDIA GeForce GTX TITAN X, 4 %, 1 %, 12212 MiB, 9603 MiB, 2609 MiB
2023/11/11 21:46:47.777, NVIDIA GeForce GTX TITAN X, 80 %, 34 %, 12212 MiB, 8313 MiB, 3899 MiB
2023/11/11 21:46:52.777, NVIDIA GeForce GTX TITAN X, 0 %, 0 %, 12212 MiB, 8241 MiB, 3971 MiB
2023/11/11 21:46:57.778, NVIDIA GeForce GTX TITAN X, 78 %, 19 %, 12212 MiB, 7269 MiB, 4943 MiB
2023/11/11 21:47:02.779, NVIDIA GeForce GTX TITAN X, 47 %, 23 %, 12212 MiB, 6949 MiB, 5263 MiB
2023/11/11 21:47:07.779, NVIDIA GeForce GTX TITAN X, 24 %, 15 %, 12212 MiB, 6949 MiB, 5263 MiB
2023/11/11 21:47:12.780, NVIDIA GeForce GTX TITAN X, 100 %, 0 %, 12212 MiB, 6949 MiB, 5263 MiB
2023/11/11 21:47:17.780, NVIDIA GeForce GTX TITAN X, 4 %, 1 %, 12212 MiB, 6949 MiB, 5263 MiB
2023/11/11 21:47:22.781, NVIDIA GeForce GTX TITAN X, 41 %, 15 %, 12212 MiB, 6949 MiB, 5263 MiB
2023/11/11 21:47:27.782, NVIDIA GeForce GTX TITAN X, 74 %, 16 %, 12212 MiB, 6949 MiB, 5263 MiB
2023/11/11 21:47:32.782, NVIDIA GeForce GTX TITAN X, 30 %, 5 %, 12212 MiB, 6949 MiB, 5263 MiB
2023/11/11 21:47:37.783, NVIDIA GeForce GTX TITAN X, 73 %, 17 %, 12212 MiB, 6949 MiB, 5263 MiB
2023/11/11 21:47:42.784, NVIDIA GeForce GTX TITAN X, 9 %, 2 %, 12212 MiB, 6949 MiB, 5263 MiB
2023/11/11 21:47:47.784, NVIDIA GeForce GTX TITAN X, 73 %, 15 %, 12212 MiB, 6949 MiB, 5263 MiB
2023/11/11 21:47:52.785, NVIDIA GeForce GTX TITAN X, 34 %, 7 %, 12212 MiB, 6949 MiB, 5263 MiB
2023/11/11 21:47:57.786, NVIDIA GeForce GTX TITAN X, 5 %, 1 %, 12212 MiB, 6949 MiB, 5263 MiB
2023/11/11 21:48:02.786, NVIDIA GeForce GTX TITAN X, 47 %, 20 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/11 21:48:07.787, NVIDIA GeForce GTX TITAN X, 63 %, 20 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/11 21:48:12.787, NVIDIA GeForce GTX TITAN X, 70 %, 53 %, 12212 MiB, 6565 MiB, 5647 MiB
2023/11/11 21:48:17.788, NVIDIA GeForce GTX TITAN X, 5 %, 1 %, 12212 MiB, 6565 MiB, 5647 MiB
