timestamp, name, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/11/08 21:05:19.648, NVIDIA TITAN Xp, 0 %, 0 %, 12196 MiB, 12195 MiB, 1 MiB
2023/11/08 21:05:24.650, NVIDIA TITAN Xp, 0 %, 0 %, 12196 MiB, 12195 MiB, 1 MiB
2023/11/08 21:05:29.651, NVIDIA TITAN Xp, 0 %, 0 %, 12196 MiB, 12195 MiB, 1 MiB
2023/11/08 21:05:34.652, NVIDIA TITAN Xp, 0 %, 0 %, 12196 MiB, 12195 MiB, 1 MiB
2023/11/08 21:05:39.653, NVIDIA TITAN Xp, 0 %, 0 %, 12196 MiB, 12192 MiB, 4 MiB
2023/11/08 21:05:44.654, NVIDIA TITAN Xp, 0 %, 0 %, 12196 MiB, 12192 MiB, 4 MiB
2023/11/08 21:05:49.659, NVIDIA TITAN Xp, 0 %, 0 %, 12196 MiB, 12192 MiB, 4 MiB
2023/11/08 21:05:54.661, NVIDIA TITAN Xp, 0 %, 0 %, 12196 MiB, 12192 MiB, 4 MiB
2023/11/08 21:05:59.666, NVIDIA TITAN Xp, 0 %, 0 %, 12196 MiB, 12192 MiB, 4 MiB
2023/11/08 21:06:04.668, NVIDIA TITAN Xp, 0 %, 0 %, 12196 MiB, 12192 MiB, 4 MiB
2023/11/08 21:06:09.669, NVIDIA TITAN Xp, 0 %, 0 %, 12196 MiB, 11977 MiB, 219 MiB
2023/11/08 21:06:14.672, NVIDIA TITAN Xp, 0 %, 0 %, 12196 MiB, 11657 MiB, 539 MiB
2023/11/08 21:06:19.673, NVIDIA TITAN Xp, 0 %, 0 %, 12196 MiB, 10337 MiB, 1859 MiB
2023/11/08 21:06:24.674, NVIDIA TITAN Xp, 0 %, 0 %, 12196 MiB, 10337 MiB, 1859 MiB
2023/11/08 21:06:29.675, NVIDIA TITAN Xp, 0 %, 0 %, 12196 MiB, 10337 MiB, 1859 MiB
2023/11/08 21:06:34.681, NVIDIA TITAN Xp, 2 %, 0 %, 12196 MiB, 9823 MiB, 2373 MiB
2023/11/08 21:06:39.682, NVIDIA TITAN Xp, 64 %, 39 %, 12196 MiB, 8199 MiB, 3997 MiB
2023/11/08 21:06:44.682, NVIDIA TITAN Xp, 2 %, 0 %, 12196 MiB, 8035 MiB, 4161 MiB
2023/11/08 21:06:49.683, NVIDIA TITAN Xp, 20 %, 8 %, 12196 MiB, 6977 MiB, 5219 MiB
2023/11/08 21:06:54.684, NVIDIA TITAN Xp, 6 %, 1 %, 12196 MiB, 6885 MiB, 5311 MiB
2023/11/08 21:06:59.685, NVIDIA TITAN Xp, 3 %, 1 %, 12196 MiB, 6885 MiB, 5311 MiB
2023/11/08 21:07:04.686, NVIDIA TITAN Xp, 23 %, 12 %, 12196 MiB, 6885 MiB, 5311 MiB
2023/11/08 21:07:09.689, NVIDIA TITAN Xp, 25 %, 5 %, 12196 MiB, 6885 MiB, 5311 MiB
2023/11/08 21:07:14.690, NVIDIA TITAN Xp, 64 %, 14 %, 12196 MiB, 6885 MiB, 5311 MiB
2023/11/08 21:07:19.691, NVIDIA TITAN Xp, 3 %, 1 %, 12196 MiB, 6885 MiB, 5311 MiB
2023/11/08 21:07:24.692, NVIDIA TITAN Xp, 22 %, 3 %, 12196 MiB, 6885 MiB, 5311 MiB
2023/11/08 21:07:29.693, NVIDIA TITAN Xp, 65 %, 15 %, 12196 MiB, 6885 MiB, 5311 MiB
2023/11/08 21:07:34.699, NVIDIA TITAN Xp, 3 %, 1 %, 12196 MiB, 6501 MiB, 5695 MiB
2023/11/08 21:07:39.700, NVIDIA TITAN Xp, 22 %, 3 %, 12196 MiB, 6501 MiB, 5695 MiB
2023/11/08 21:07:44.703, NVIDIA TITAN Xp, 66 %, 16 %, 12196 MiB, 6501 MiB, 5695 MiB
2023/11/08 21:07:49.704, NVIDIA TITAN Xp, 4 %, 1 %, 12196 MiB, 6501 MiB, 5695 MiB
2023/11/08 21:07:54.705, NVIDIA TITAN Xp, 33 %, 8 %, 12196 MiB, 6501 MiB, 5695 MiB
2023/11/08 21:07:59.706, NVIDIA TITAN Xp, 67 %, 16 %, 12196 MiB, 6501 MiB, 5695 MiB
2023/11/08 21:08:04.707, NVIDIA TITAN Xp, 23 %, 5 %, 12196 MiB, 6501 MiB, 5695 MiB
2023/11/08 21:08:09.708, NVIDIA TITAN Xp, 22 %, 3 %, 12196 MiB, 6501 MiB, 5695 MiB
2023/11/08 21:08:14.712, NVIDIA TITAN Xp, 4 %, 1 %, 12196 MiB, 6501 MiB, 5695 MiB
2023/11/08 21:08:19.713, NVIDIA TITAN Xp, 56 %, 17 %, 12196 MiB, 6501 MiB, 5695 MiB
2023/11/08 21:08:24.718, NVIDIA TITAN Xp, 3 %, 1 %, 12196 MiB, 6501 MiB, 5695 MiB
2023/11/08 21:08:29.722, NVIDIA TITAN Xp, 23 %, 3 %, 12196 MiB, 6501 MiB, 5695 MiB
2023/11/08 21:08:34.723, NVIDIA TITAN Xp, 27 %, 5 %, 12196 MiB, 6501 MiB, 5695 MiB
2023/11/08 21:08:39.724, NVIDIA TITAN Xp, 24 %, 6 %, 12196 MiB, 6501 MiB, 5695 MiB
2023/11/08 21:08:44.726, NVIDIA TITAN Xp, 62 %, 13 %, 12196 MiB, 6501 MiB, 5695 MiB
2023/11/08 21:08:49.732, NVIDIA TITAN Xp, 4 %, 1 %, 12196 MiB, 6501 MiB, 5695 MiB
2023/11/08 21:08:54.733, NVIDIA TITAN Xp, 82 %, 15 %, 12196 MiB, 6501 MiB, 5695 MiB
